city,pool,garage,sqft,bed,bath,price
Long Beach,no,yes,1686,2,1,172885
Santa Monica,no,yes,1890,2,1,558816
Santa Monica,no,yes,1917,3,2,869838
Long Beach,no,no,2033,4,3,401442
Westwood,no,yes,1531,4,3,695449
Santa Monica,yes,yes,2366,2,1,1190003
Westwood,no,yes,2144,4,3,720965
Long Beach,no,yes,1066,1,1,184003
Long Beach,no,yes,1893,3,2,487900
Westwood,no,no,1812,2,1,282702
Long Beach,no,no,1960,2,1,599153
Long Beach,no,no,1345,2,1,172371
Long Beach,yes,yes,1469,3,2,343166
Westwood,no,yes,2600,5,4,846221
Westwood,no,no,1938,4,3,594176
Westwood,no,no,2399,5,4,216551
Long Beach,no,yes,1806,3,2,191477
Long Beach,no,yes,1888,2,1,571124
Long Beach,no,yes,2245,1,1,249706
Long Beach,no,yes,2455,6,5,493974
Long Beach,no,yes,1547,1,1,613408
Long Beach,no,yes,1192,1,1,361970
Long Beach,no,yes,2376,3,2,459147
Santa Monica,no,yes,1741,5,4,833862
Santa Monica,no,yes,2142,1,1,598010
Long Beach,no,no,2033,4,3,401442
Westwood,no,no,2671,4,3,864292
Westwood,no,yes,1865,5,4,634778
Santa Monica,yes,yes,1278,3,2,371702
Long Beach,yes,no,2327,5,4,730106
Long Beach,no,yes,1211,1,1,153825
Long Beach,no,yes,2049,5,4,331496
Santa Monica,no,yes,2105,5,4,1168925
Westwood,no,no,1785,1,1,775449
Westwood,yes,yes,1849,4,3,290618
Long Beach,no,yes,2008,3,2,569206
Long Beach,no,yes,2226,2,1,372301
Long Beach,no,no,1531,3,2,683021
Santa Monica,yes,no,1874,4,3,1224691
Long Beach,no,yes,2368,4,3,790818
Westwood,no,yes,1632,5,4,551668
Westwood,no,yes,1847,2,1,660263
Long Beach,no,yes,1887,6,5,588948
Westwood,yes,yes,2276,3,2,734374
Westwood,no,yes,2139,7,6,673792
Westwood,no,yes,1698,4,3,698338
Westwood,no,no,1256,4,3,452886
Santa Monica,no,yes,1669,1,1,392255
Long Beach,no,no,2166,2,1,397925
Santa Monica,no,yes,1358,3,2,190118
Long Beach,no,yes,1973,4,3,659898
Westwood,no,no,1688,2,1,748310
Westwood,no,yes,2393,6,5,838264
Long Beach,no,yes,2288,2,1,844174
Santa Monica,no,no,1846,3,2,283643
Long Beach,no,yes,1898,2,1,258507
Long Beach,yes,yes,1678,5,4,491682
Long Beach,no,yes,1757,3,2,505002
Long Beach,no,yes,1732,4,3,306385
Long Beach,no,yes,2328,5,4,452567
Westwood,no,no,1658,3,2,738852
Long Beach,no,yes,1491,1,1,363237
Long Beach,no,yes,2013,2,1,301146
Long Beach,no,no,2266,3,2,781697
Santa Monica,yes,yes,2322,3,2,662558
Long Beach,no,yes,1880,1,1,517378
Long Beach,yes,no,2196,4,3,941071
Long Beach,no,yes,2580,3,2,768748
Long Beach,no,yes,2661,5,4,903059
Long Beach,yes,yes,2114,4,3,617379
Santa Monica,yes,yes,2064,2,1,799835
Santa Monica,no,no,2779,4,3,510793
Long Beach,no,yes,1364,1,1,459569
Long Beach,no,no,2974,8,7,480445
Santa Monica,no,yes,1776,3,2,643654
Long Beach,no,yes,2546,3,2,377966
Santa Monica,no,yes,1536,3,2,875046
Santa Monica,yes,yes,2154,4,3,830273
Long Beach,yes,yes,1627,3,2,251373
Westwood,no,no,1785,1,1,775449
Long Beach,no,yes,2393,3,2,341895
Santa Monica,no,yes,2038,3,2,737600
Santa Monica,yes,yes,1793,1,1,588488
Westwood,no,yes,1797,3,2,594202
Long Beach,yes,yes,2217,4,3,460316
Westwood,yes,yes,1753,3,2,834198
Santa Monica,yes,no,1511,1,1,650600
Westwood,no,yes,1651,1,1,394976
Long Beach,no,yes,2522,4,3,957959
Santa Monica,no,yes,2488,5,4,1163641
Long Beach,no,yes,1995,5,4,403276
Long Beach,yes,no,1670,1,1,180906
Long Beach,no,yes,2076,2,1,162198
Westwood,no,no,2238,7,6,723493
Long Beach,no,yes,2129,3,2,177727
Long Beach,no,yes,1657,2,1,576996
Santa Monica,yes,no,1561,2,1,1063509
Westwood,no,yes,1839,2,1,1245057
Santa Monica,no,yes,1661,2,1,690148
Santa Monica,no,yes,1547,1,1,562796
Santa Monica,no,yes,2296,1,1,813691
Westwood,no,yes,1909,3,2,349532
Long Beach,no,no,1902,2,1,440492
Santa Monica,no,yes,1605,2,1,835784
Long Beach,no,yes,2425,3,2,495230
Santa Monica,no,no,1888,1,1,668369
Westwood,no,yes,2140,3,2,857738
Long Beach,yes,no,2528,1,1,614531
Long Beach,no,yes,2272,9,8,321294
Long Beach,yes,no,1982,4,3,638438
Long Beach,no,yes,1867,3,2,367606
Santa Monica,no,yes,1856,2,1,593328
Santa Monica,yes,yes,1963,4,3,947651
Long Beach,no,yes,1878,1,1,190445
Long Beach,yes,no,2830,3,2,660188
Long Beach,no,yes,942,2,1,221599
Santa Monica,no,no,2396,2,1,784335
Westwood,yes,yes,1932,1,1,651308
Long Beach,no,yes,1679,2,1,213257
Westwood,no,no,2397,2,1,622045
Long Beach,no,yes,2521,4,3,808630
Santa Monica,yes,yes,2154,4,3,830273
Santa Monica,no,yes,1501,2,1,608694
Long Beach,no,no,2157,5,4,550160
Long Beach,yes,no,2498,5,4,194627
Long Beach,no,yes,1808,2,1,687312
Santa Monica,yes,no,2271,4,3,758248
Long Beach,no,no,1965,3,2,515513
Westwood,no,yes,2666,4,3,1117186
Long Beach,no,yes,2057,2,1,374349
Long Beach,no,no,1163,3,2,250571
Long Beach,no,no,2589,5,4,650311
Long Beach,no,yes,1347,2,1,181028
Santa Monica,no,no,1891,1,1,483390
Santa Monica,no,no,1987,3,2,721075
Santa Monica,no,no,2779,4,3,510793
Westwood,no,yes,1918,2,1,733669
Long Beach,yes,no,2177,3,2,657575
Long Beach,no,yes,2450,7,6,572998
Long Beach,no,yes,1931,2,1,262758
Long Beach,no,yes,1996,2,1,255617
Westwood,no,yes,2051,2,1,657234
Long Beach,no,no,1774,1,1,469183
Westwood,no,yes,2770,3,2,930228
Westwood,no,no,1892,4,3,182699
Long Beach,no,yes,1903,2,1,153590
Santa Monica,no,yes,2407,4,3,877348
Santa Monica,no,yes,2149,2,1,591569
Long Beach,no,no,2476,2,1,474544
Santa Monica,no,no,1989,1,1,398127
Long Beach,no,yes,1931,2,1,262758
Long Beach,no,yes,1842,2,1,671335
Santa Monica,no,yes,2424,1,1,670268
Long Beach,no,yes,1428,3,2,209336
Santa Monica,yes,yes,1823,3,2,572576
Westwood,no,no,1546,2,1,768900
Westwood,yes,yes,1595,4,3,867228
Long Beach,no,yes,1550,1,1,415833
Long Beach,yes,yes,1643,3,2,547205
Westwood,no,no,2367,3,2,573221
Westwood,yes,yes,2774,3,2,828263
Long Beach,no,no,1707,7,6,193309
Santa Monica,no,yes,1650,1,1,721249
Westwood,yes,no,1411,2,1,367845
Westwood,no,no,2331,3,2,705451
Long Beach,yes,no,2192,4,3,652200
Long Beach,yes,yes,2432,5,4,564291
Westwood,no,yes,2205,3,2,407183
Santa Monica,no,no,1729,2,1,777422
Westwood,no,yes,2140,3,2,857738
Santa Monica,no,no,2404,3,2,1055860
Westwood,no,yes,2387,4,3,804831
Long Beach,yes,yes,2791,2,1,820634
Westwood,no,no,2165,1,1,821760
Long Beach,no,yes,2163,8,7,655386
Long Beach,no,yes,2587,6,5,795700
Long Beach,no,yes,2195,4,3,220818
Long Beach,no,yes,1970,4,3,201757
Long Beach,no,yes,2966,3,2,1010802
Santa Monica,no,yes,1853,4,3,902639
Long Beach,no,no,1858,3,2,193787
Westwood,no,no,1902,3,2,630179
Long Beach,yes,yes,2854,5,4,1047898
Long Beach,no,no,1847,1,1,764578
Long Beach,no,no,1658,2,1,316176
Long Beach,no,no,2008,2,1,336297
Long Beach,no,yes,2271,5,4,651890
Long Beach,no,yes,1970,4,3,201757
Long Beach,no,yes,2842,5,4,830123
Westwood,no,yes,2049,2,1,724720
Long Beach,no,yes,2488,4,3,921973
Long Beach,no,yes,1884,4,3,773261
Santa Monica,no,no,2583,7,6,851831
Long Beach,no,yes,2574,2,1,537586
Long Beach,yes,yes,1829,5,4,210695
Westwood,yes,yes,1937,3,2,824080
Santa Monica,no,yes,1637,4,3,560457
Long Beach,no,yes,1458,2,1,189393
Long Beach,no,no,2144,2,1,581405
Long Beach,no,yes,2349,2,1,446090
Long Beach,no,yes,1752,4,3,415408
Santa Monica,no,yes,1970,4,3,747943
Long Beach,no,no,2365,5,4,483695
Westwood,no,no,2871,5,4,1026590
Santa Monica,no,yes,1508,3,2,335716
Long Beach,no,yes,1327,4,3,237904
Long Beach,no,no,2392,1,1,755933
Long Beach,no,yes,1924,2,1,689683
Westwood,no,no,2038,2,1,833672
Long Beach,yes,yes,2668,4,3,608257
Long Beach,no,no,2064,4,3,354889
Long Beach,no,yes,1496,4,3,431250
Santa Monica,no,yes,1912,2,1,359854
Westwood,no,yes,2131,3,2,679797
Long Beach,no,no,2322,5,4,397285
Santa Monica,no,yes,2057,1,1,625163
Long Beach,no,yes,1686,2,1,172885
Long Beach,no,no,2282,4,3,509706
Long Beach,no,yes,3166,4,3,762443
Long Beach,no,no,2371,1,1,414217
Westwood,yes,no,1647,3,2,377553
Westwood,no,yes,1592,3,2,289508
Long Beach,no,yes,1579,3,2,726088
Westwood,no,no,1956,2,1,733482
Westwood,no,yes,2564,3,2,598407
Long Beach,no,yes,1630,2,1,1057841
Long Beach,no,yes,2769,3,2,452448
Santa Monica,no,no,1527,2,1,989171
Long Beach,no,yes,2113,7,6,559132
Santa Monica,yes,yes,1376,2,1,345097
Westwood,no,yes,2040,6,5,852573
Long Beach,yes,yes,2641,2,1,680192
Long Beach,yes,yes,1345,1,1,195878
Santa Monica,no,yes,2057,3,2,748029
Long Beach,no,yes,2421,6,5,753249
Westwood,no,no,1892,4,3,182699
Long Beach,no,no,2273,6,5,255241
Santa Monica,yes,yes,2353,3,2,774728
Long Beach,yes,yes,2035,4,3,419445
Long Beach,no,yes,1397,2,1,532899
Long Beach,no,yes,2035,3,2,602547
Santa Monica,no,no,2472,4,3,979660
Long Beach,yes,yes,2157,6,5,545776
Long Beach,no,yes,1259,2,1,258966
Santa Monica,no,no,1821,6,5,214687
Long Beach,no,no,1356,1,1,197331
Westwood,yes,yes,1595,4,3,867228
Santa Monica,yes,no,1915,2,1,585216
Long Beach,no,no,1338,2,1,486247
Santa Monica,yes,yes,2631,7,6,1302116
Santa Monica,no,yes,2383,3,2,896179
Long Beach,no,no,1627,3,2,429820
Long Beach,no,no,1755,4,3,381771
Long Beach,no,yes,2066,4,3,350542
Santa Monica,no,yes,2468,2,1,1061834
Long Beach,no,no,1545,4,3,383937
Santa Monica,no,yes,1785,2,1,1149735
Long Beach,no,no,2444,2,1,540328
Long Beach,no,yes,2426,1,1,871477
Long Beach,no,yes,2028,2,1,586459
Long Beach,yes,yes,1967,4,3,358011
Westwood,no,yes,1840,5,4,615006
Westwood,no,yes,1592,3,2,289508
Long Beach,no,yes,2630,2,1,801304
Long Beach,no,yes,1515,3,2,465420
Long Beach,no,yes,2056,3,2,506680
Westwood,yes,no,2324,4,3,265191
Long Beach,no,yes,2676,8,7,754030
Santa Monica,no,no,1848,6,5,863978
Long Beach,no,yes,1635,1,1,540913
Long Beach,yes,yes,2088,3,2,817367
Santa Monica,no,yes,1958,3,2,688624
Long Beach,no,no,2625,1,1,462934
Westwood,no,yes,1231,2,1,139730
Westwood,no,yes,2344,2,1,932959
Westwood,no,yes,2358,2,1,574616
Westwood,no,no,2456,2,1,765591
Long Beach,no,yes,2525,2,1,549815
Long Beach,yes,yes,1602,2,1,584763
Santa Monica,no,yes,1628,3,2,854164
Long Beach,no,yes,2020,2,1,391971
Santa Monica,no,yes,1697,1,1,669343
Long Beach,no,yes,1477,3,2,233715
Westwood,no,no,2871,5,4,1026590
Westwood,no,no,1624,1,1,534295
Long Beach,no,yes,2378,5,4,535629
Santa Monica,no,yes,2297,3,2,485223
Santa Monica,no,yes,1958,3,2,688624
Long Beach,no,yes,1732,3,2,541761
Long Beach,no,yes,2125,2,1,349849
Westwood,no,yes,1928,7,6,683460
Westwood,no,yes,1853,2,1,670331
Long Beach,yes,no,2329,3,2,499874
Long Beach,no,yes,2352,4,3,594903
Long Beach,no,yes,2238,3,2,326340
Long Beach,no,yes,2037,6,5,385222
Long Beach,no,yes,2123,4,3,208970
Long Beach,no,no,2514,2,1,1008822
Long Beach,no,yes,2164,2,1,284686
Long Beach,no,yes,2535,3,2,541045
Long Beach,no,yes,1748,6,5,399048
Long Beach,yes,no,1926,4,3,590566
Long Beach,no,no,2400,5,4,404603
Long Beach,no,yes,1930,2,1,530762
Santa Monica,no,yes,2502,5,4,811909
Long Beach,no,yes,2679,3,2,818832
Westwood,no,no,1518,3,2,249977
Santa Monica,no,no,1858,6,5,483599
Westwood,no,yes,1402,2,1,718630
Long Beach,no,yes,1773,4,3,372382
Long Beach,no,no,2221,3,2,561420
Long Beach,no,yes,1821,4,3,894878
Long Beach,no,no,1426,1,1,308004
Santa Monica,yes,no,1701,4,3,721455
Westwood,no,yes,1543,2,1,556296
Westwood,no,yes,2560,3,2,719393
Long Beach,no,yes,1507,4,3,217013
Long Beach,no,no,1660,1,1,198348
Santa Monica,no,yes,2067,6,5,563987
Westwood,no,no,1727,2,1,432667
Santa Monica,no,yes,2035,3,2,858954
Long Beach,no,no,1472,1,1,349069
Westwood,no,yes,2290,1,1,682647
Long Beach,no,yes,1520,2,1,609983
Westwood,no,yes,1627,3,2,506370
Santa Monica,no,yes,2076,1,1,329678
Long Beach,no,yes,1315,4,3,297911
Santa Monica,yes,no,2795,4,3,986001
Westwood,no,yes,1496,3,2,621174
Long Beach,no,yes,1530,2,1,644709
Long Beach,no,yes,2331,5,4,1160815
Long Beach,no,yes,1808,3,2,403177
Long Beach,no,no,3159,5,4,468428
Long Beach,no,yes,1704,4,3,986205
Long Beach,no,no,1636,2,1,205842
Long Beach,no,yes,1875,3,2,377225
Long Beach,no,yes,1654,4,3,210868
Santa Monica,no,yes,1818,3,2,569971
Long Beach,no,no,2715,4,3,416797
Long Beach,yes,yes,1802,1,1,651730
Santa Monica,no,yes,2716,3,2,821135
Westwood,yes,yes,2139,7,6,525422
Long Beach,no,yes,1879,2,1,344435
Long Beach,no,no,1950,7,6,524194
Long Beach,no,yes,2486,7,6,502904
Long Beach,no,yes,1825,2,1,683057
Westwood,no,no,2196,3,2,821554
Santa Monica,yes,yes,2205,1,1,1098100
Long Beach,no,yes,1884,3,2,449998
Santa Monica,no,yes,2597,1,1,1124917
Long Beach,yes,yes,1140,3,2,184652
Long Beach,no,yes,2113,5,4,462966
Westwood,no,yes,1931,3,2,793741
Long Beach,no,yes,1764,3,2,538135
Santa Monica,no,no,2578,2,1,969519
Santa Monica,yes,yes,1763,4,3,719059
Long Beach,no,yes,2724,2,1,793116
Long Beach,no,no,1965,1,1,230393
Santa Monica,no,yes,1710,3,2,528302
Long Beach,no,yes,1847,2,1,615713
Westwood,yes,yes,2635,2,1,904475
Westwood,no,yes,2106,2,1,859414
Long Beach,no,yes,1956,7,6,848059
Santa Monica,no,yes,1567,1,1,197741
Long Beach,no,yes,1784,5,4,477873
Long Beach,no,yes,1293,2,1,338512
Santa Monica,no,yes,2328,2,1,924812
Long Beach,no,yes,1578,2,1,558296
Long Beach,no,no,2564,3,2,544381
Long Beach,no,yes,1533,3,2,479024
Westwood,no,no,2406,3,2,559614
Santa Monica,no,yes,1920,1,1,752193
Santa Monica,no,yes,1501,2,1,608694
Santa Monica,no,yes,1785,2,1,492918
Santa Monica,no,yes,2328,5,4,718591
Long Beach,no,yes,1870,3,2,334754
Santa Monica,no,yes,1754,2,1,531242
Long Beach,no,yes,1666,2,1,424192
Santa Monica,no,yes,2127,5,4,662374
Long Beach,no,yes,1617,2,1,434830
Long Beach,no,no,2919,7,6,732195
Long Beach,no,no,1582,5,4,601286
Santa Monica,no,yes,2523,2,1,748418
Westwood,no,yes,2374,2,1,738338
Long Beach,no,no,1557,3,2,204359
Westwood,no,no,2103,4,3,337497
Long Beach,no,yes,1335,3,2,432283
Westwood,no,no,1807,2,1,1037691
Long Beach,no,no,2364,3,2,788863
Santa Monica,no,yes,1981,5,4,476266
Westwood,no,yes,1419,2,1,494818
Long Beach,no,yes,2519,1,1,1500570
Santa Monica,no,yes,1916,4,3,535470
Westwood,yes,yes,1500,2,1,280526
Long Beach,no,yes,1595,4,3,311797
Westwood,no,yes,1665,3,2,494711
Westwood,no,yes,1870,5,4,572639
Westwood,no,yes,1335,1,1,851169
Santa Monica,no,yes,2012,3,2,683030
Santa Monica,no,no,1584,1,1,545910
Long Beach,no,yes,2580,6,5,606806
Santa Monica,no,yes,2302,3,2,968387
Long Beach,no,yes,2449,5,4,745255
Santa Monica,no,no,1934,1,1,801327
Santa Monica,no,yes,1710,3,2,528302
Santa Monica,no,yes,1506,3,2,511315
Santa Monica,no,yes,1351,4,3,928364
Long Beach,no,no,3018,5,4,642922
Santa Monica,yes,no,1701,4,3,721455
Santa Monica,no,yes,1924,4,3,377554
Long Beach,no,yes,2144,1,1,418239
Long Beach,no,yes,1066,1,1,184003
Santa Monica,yes,no,1241,3,2,217019
Westwood,no,yes,1562,2,1,294835
Long Beach,no,yes,1729,1,1,680165
Long Beach,no,no,1843,7,6,387291
Westwood,no,yes,1752,4,3,591670
Long Beach,yes,no,2458,3,2,644504
Santa Monica,no,yes,2482,4,3,793338
Long Beach,yes,yes,2067,3,2,854081
Long Beach,no,no,2334,5,4,692815
Westwood,no,yes,2249,1,1,997078
Santa Monica,no,yes,2595,3,2,789004
Long Beach,no,no,1883,2,1,305415
Long Beach,no,no,2203,9,8,613744
Long Beach,no,yes,1812,1,1,270416
Westwood,no,yes,2069,4,3,628082
Long Beach,no,yes,2187,1,1,756294
Long Beach,yes,yes,2479,4,3,610904
Long Beach,no,no,2378,4,3,981067
Santa Monica,no,yes,2158,3,2,1032536
Long Beach,yes,yes,1524,3,2,388352
Long Beach,no,yes,1844,2,1,308337
Long Beach,no,yes,1773,2,1,642867
Westwood,yes,yes,2354,5,4,499646
Long Beach,yes,no,2626,5,4,553546
Long Beach,no,yes,1327,4,3,237904
Westwood,no,yes,1672,2,1,851670
Long Beach,no,yes,2359,3,2,545023
Long Beach,no,no,1908,1,1,623301
Long Beach,yes,no,1654,4,3,348155
Long Beach,no,yes,1902,3,2,560119
Westwood,no,yes,2042,1,1,641638
Westwood,no,no,2576,6,5,732228
Long Beach,no,no,1802,4,3,368338
Long Beach,no,yes,2220,2,1,422019
Long Beach,no,yes,1000,1,1,271933
Westwood,no,yes,1697,2,1,481276
Westwood,yes,yes,1902,3,2,790977
Long Beach,no,no,2142,1,1,532242
Long Beach,no,yes,1415,1,1,197075
Long Beach,no,yes,2297,4,3,390582
Long Beach,no,yes,1480,1,1,161662
Long Beach,yes,yes,1469,2,1,361714
Westwood,yes,no,2236,1,1,518122
Long Beach,no,yes,2611,6,5,667913
Long Beach,yes,yes,2044,1,1,560947
Westwood,no,yes,1483,4,3,548006
Santa Monica,yes,yes,2610,7,6,768892
Long Beach,yes,no,1780,2,1,595977
Santa Monica,yes,yes,1944,1,1,710411
Santa Monica,no,no,1858,6,5,483599
Westwood,no,yes,1972,3,2,606028
Long Beach,no,yes,2245,5,4,336728
Westwood,no,yes,1920,2,1,431711
Westwood,yes,yes,1822,3,2,547883
Santa Monica,no,yes,1890,2,1,558816
Long Beach,no,yes,1864,2,1,504542
Long Beach,no,yes,2349,2,1,762376
Santa Monica,no,yes,3283,2,1,1001866
Santa Monica,yes,no,1577,1,1,550137
Santa Monica,no,yes,2050,4,3,752118
Santa Monica,no,yes,2234,4,3,661371
Long Beach,no,yes,1915,3,2,392780
Long Beach,no,yes,2067,2,1,450004
Westwood,no,no,2141,5,4,669785
Westwood,no,yes,1584,3,2,554489
Long Beach,yes,yes,1802,1,1,651730
Long Beach,no,yes,1753,4,3,582704
Long Beach,yes,yes,2375,6,5,706651
Long Beach,no,yes,2710,5,4,661170
Long Beach,yes,yes,1670,2,1,276571
Long Beach,no,yes,1621,1,1,616693
Long Beach,no,yes,1651,2,1,211536
Long Beach,no,yes,2897,3,2,735644
Long Beach,no,no,1338,2,1,486247
Westwood,no,yes,1682,2,1,515705
Westwood,no,yes,2419,2,1,510604
Santa Monica,no,yes,1506,3,2,511315
Westwood,no,no,2399,5,4,216551
Westwood,yes,no,2277,2,1,857189
Long Beach,no,yes,2137,2,1,651333
Long Beach,no,yes,1315,4,3,297911
Santa Monica,yes,no,1819,2,1,528201
Long Beach,no,yes,1670,2,1,360972
Long Beach,yes,no,1825,2,1,639638
Santa Monica,no,yes,1912,2,1,635838
Long Beach,no,yes,1884,4,3,495801
Long Beach,no,yes,1634,2,1,340536
Westwood,no,no,1401,1,1,218466
Long Beach,yes,yes,1902,3,2,646000
Long Beach,no,yes,2472,2,1,550072
Long Beach,yes,yes,1702,1,1,811379
Long Beach,yes,yes,2356,1,1,724519
Long Beach,no,yes,1884,3,2,449998
Long Beach,yes,yes,2444,3,2,561680
Long Beach,yes,no,1413,3,2,463857
Long Beach,no,no,2001,3,2,247369
Westwood,no,yes,2463,4,3,349169
Westwood,yes,no,2488,6,5,629316
Santa Monica,no,yes,2492,2,1,559304
Long Beach,no,yes,1773,4,3,372382
Long Beach,yes,yes,2614,3,2,697058
Westwood,yes,no,2306,3,2,682593
Long Beach,no,no,1771,3,2,372849
Long Beach,yes,no,2064,3,2,422467
Long Beach,yes,yes,2670,4,3,486161
Long Beach,no,yes,1254,2,1,266476
Long Beach,no,yes,2297,5,4,922882
Westwood,no,yes,1674,1,1,519266
Santa Monica,no,yes,2456,3,2,890124
Long Beach,no,yes,1802,2,1,669818
Long Beach,no,yes,1870,3,2,334754
Santa Monica,no,yes,2327,5,4,949609
Westwood,no,yes,2542,3,2,533623
Long Beach,no,yes,1863,3,2,595921
Westwood,no,no,1694,2,1,651087
Santa Monica,no,yes,1891,2,1,501562
Westwood,no,yes,2645,2,1,756147
Long Beach,yes,yes,2294,5,4,598572
Long Beach,no,yes,1815,1,1,308109
Westwood,no,no,2241,2,1,796503
Long Beach,yes,yes,2560,2,1,183125
Westwood,no,yes,2194,3,2,615856
Santa Monica,no,yes,2169,3,2,1007201
Long Beach,no,yes,1654,4,3,210868
Long Beach,no,yes,2897,3,2,735644
Westwood,no,no,2988,1,1,956639
Santa Monica,no,no,1764,2,1,517210
Westwood,yes,yes,2508,4,3,603903
Long Beach,no,yes,1736,4,3,508836
Long Beach,no,yes,2173,1,1,979118
Santa Monica,no,yes,1993,2,1,751150
Long Beach,no,no,1652,2,1,389031
Long Beach,no,yes,2133,3,2,617133
Long Beach,yes,yes,2668,4,3,608257
Long Beach,no,yes,1550,1,1,415833
Long Beach,no,yes,2245,2,1,648828
Westwood,yes,yes,2663,3,2,900304
Santa Monica,no,yes,2118,2,1,715361
Santa Monica,no,no,1480,4,3,607457
Long Beach,no,yes,2673,5,4,504916
Long Beach,no,yes,2052,4,3,385993
Westwood,yes,yes,1986,1,1,865625
Santa Monica,no,no,2400,3,2,425796
Santa Monica,no,yes,2308,5,4,731248
Westwood,no,yes,1840,1,1,443757
Westwood,yes,yes,2179,5,4,687577
Westwood,no,no,2319,4,3,766306
Long Beach,no,yes,1699,2,1,586251
Santa Monica,no,yes,2990,6,5,1107083
Long Beach,no,yes,1911,3,2,569477
Long Beach,no,yes,2215,3,2,444853
Westwood,no,yes,2969,3,2,679409
Westwood,no,yes,2391,3,2,658442
Long Beach,yes,yes,2020,3,2,732336
Westwood,no,yes,1990,4,3,777156
Westwood,no,yes,1858,6,5,409148
Long Beach,no,no,2344,2,1,151008
Long Beach,yes,yes,1479,4,3,628180
Santa Monica,no,no,1165,1,1,483195
Long Beach,yes,yes,2023,3,2,534220
Westwood,no,yes,1480,3,2,547824
Santa Monica,no,no,2226,3,2,1105101
Westwood,no,yes,1919,4,3,726192
Long Beach,no,yes,2240,6,5,668914
Long Beach,no,yes,2383,6,5,592200
Long Beach,no,yes,1839,3,2,475280
Long Beach,no,no,1690,1,1,419282
Westwood,no,yes,1498,3,2,206923
Westwood,no,yes,1967,3,2,583341
Westwood,no,yes,1751,4,3,389152
Long Beach,no,yes,1976,3,2,840761
Westwood,no,no,1875,4,3,235984
Santa Monica,no,yes,2383,3,2,896179
Long Beach,no,yes,1662,2,1,571023
Long Beach,no,yes,2146,4,3,648543
Long Beach,yes,no,1593,2,1,315467
Westwood,no,no,1790,2,1,606357
Westwood,no,no,1452,2,1,374005
Long Beach,no,yes,2412,6,5,429966
Santa Monica,no,no,1987,3,2,721075
Long Beach,no,yes,2021,1,1,455843
Long Beach,no,no,1952,3,2,526994
Westwood,no,yes,2195,4,3,650772
Westwood,no,yes,2082,2,1,226661
Long Beach,no,yes,2138,2,1,867390
Long Beach,no,yes,1772,3,2,413513
Westwood,yes,yes,2252,6,5,838234
Santa Monica,no,yes,2327,6,5,791528
Santa Monica,no,yes,2492,2,1,559304
Long Beach,no,yes,1903,5,4,171848
Westwood,no,yes,1718,3,2,629937
Long Beach,yes,no,1546,3,2,219278
Santa Monica,no,yes,1950,7,6,926509
Long Beach,no,yes,1958,1,1,135919
Long Beach,no,yes,2434,3,2,801363
Long Beach,no,no,1828,3,2,298777
Santa Monica,no,yes,1797,5,4,793342
Westwood,no,no,1787,1,1,316982
Long Beach,no,no,1883,2,1,305415
Westwood,no,yes,2666,4,3,1117186
Santa Monica,no,yes,1629,2,1,304258
Westwood,no,yes,1498,3,2,206923
Long Beach,yes,no,1858,2,1,888596
Santa Monica,yes,yes,1349,3,2,224693
Santa Monica,no,yes,1996,2,1,936861
Westwood,no,no,2038,2,1,833672
Westwood,no,yes,2092,3,2,428586
Long Beach,yes,yes,2400,5,4,597369
Long Beach,no,yes,1897,4,3,429426
Long Beach,no,no,1957,5,4,286166
Santa Monica,yes,yes,2323,4,3,984198
Westwood,yes,yes,1818,4,3,804467
Westwood,no,yes,2030,1,1,495766
Long Beach,no,yes,1860,1,1,645785
Santa Monica,no,yes,1663,4,3,757511
Westwood,yes,no,1934,1,1,776736
Long Beach,no,yes,1734,1,1,515559
Long Beach,no,yes,1828,2,1,147924
Westwood,no,yes,2127,2,1,675492
Long Beach,yes,no,2658,7,6,427875
Westwood,no,yes,1616,4,3,242881
Long Beach,yes,yes,1784,2,1,235802
Long Beach,no,yes,2017,2,1,500201
Santa Monica,no,yes,1935,2,1,775051
Santa Monica,no,yes,2377,4,3,769610
Santa Monica,no,yes,2135,1,1,760139
Westwood,yes,yes,2392,6,5,700815
Santa Monica,no,yes,2494,5,4,755762
Santa Monica,no,yes,2102,2,1,433143
Long Beach,no,no,2073,1,1,715233
Westwood,no,yes,2040,6,5,852573
Long Beach,no,no,1571,1,1,140500
Long Beach,no,no,1751,1,1,820498
Long Beach,no,yes,1588,1,1,126262
Santa Monica,no,yes,2468,2,1,1061834
Santa Monica,no,yes,1586,4,3,319023
Long Beach,yes,yes,2560,2,1,183125
Santa Monica,no,yes,2237,3,2,555289
Santa Monica,no,yes,1748,5,4,530517
Westwood,no,yes,2053,3,2,700310
Long Beach,no,yes,1897,2,1,487969
Westwood,no,yes,1805,2,1,536676
Long Beach,no,yes,2447,4,3,346184
Long Beach,no,yes,1511,2,1,256991
Long Beach,no,yes,2264,5,4,558068
Long Beach,no,yes,2068,1,1,475121
Long Beach,no,yes,2735,2,1,1220096
Westwood,no,no,1568,3,2,579430
Long Beach,no,yes,1679,2,1,213257
Santa Monica,yes,yes,2327,3,2,1048197
Long Beach,no,yes,2825,9,8,577837
Long Beach,no,yes,2559,3,2,710806
Long Beach,yes,yes,1732,2,1,420673
Westwood,no,yes,2832,4,3,708098
Santa Monica,no,yes,2868,3,2,981701
